coord,type,strand,ID,Alias,Name,Derives_from,sRNA_115,sRNA_266_4,sRNA_793,sRNA_LU
chr17:1713914-1713935,miRNA,-,MIMAT0000077,MIMAT0000077,hsa-miR-22-3p,MI0000078,18491,7043,19343,52896
chr19:13836595-13836615,miRNA,-,MIMAT0000078,MIMAT0000078,hsa-miR-23a-3p,MI0000079,19900,1867,5992,7191
chr9:95086027-95086048,miRNA,+,MIMAT0000079,MIMAT0000079,hsa-miR-24-1-5p,MI0000080,2,2,0,1
chr19:13836289-13836310,miRNA,-,MIMAT0000080,MIMAT0000080,hsa-miR-24-3p,MI0000081,2,1,0,3
chr9:95086064-95086085,miRNA,+,MIMAT0000080_1,MIMAT0000080,hsa-miR-24-3p,MI0000080,63,47,54,76
chr7:100093571-100093592,miRNA,-,MIMAT0000081,MIMAT0000081,hsa-miR-25-3p,MI0000082,4313,1120,1708,1593
chr12:57824658-57824679,miRNA,-,MIMAT0000082,MIMAT0000082,hsa-miR-26a-5p,MI0000750,47,25,20,90
chr3:37969413-37969434,miRNA,+,MIMAT0000082_1,MIMAT0000082,hsa-miR-26a-5p,MI0000083,7,0,3,8
chr2:218402657-218402677,miRNA,+,MIMAT0000083,MIMAT0000083,hsa-miR-26b-5p,MI0000084,1653,621,1341,1453
chr19:13836447-13836467,miRNA,-,MIMAT0000084,MIMAT0000084,hsa-miR-27a-3p,MI0000085,75146,15532,84816,125034
chr3:188688794-188688815,miRNA,+,MIMAT0000085,MIMAT0000085,hsa-miR-28-5p,MI0000086,2979,580,1187,2721
chr7:130876748-130876769,miRNA,-,MIMAT0000086,MIMAT0000086,hsa-miR-29a-3p,MI0000087,3408,475,2000,6317
chr6:71403595-71403616,miRNA,-,MIMAT0000087,MIMAT0000087,hsa-miR-30a-5p,MI0000088,98190,19177,30533,25016
chr6:71403554-71403575,miRNA,-,MIMAT0000088,MIMAT0000088,hsa-miR-30a-3p,MI0000088,419,83,132,75
chr9:21512158-21512178,miRNA,-,MIMAT0000089,MIMAT0000089,hsa-miR-31-5p,MI0000089,31,2,138,921
chr9:109046272-109046293,miRNA,-,MIMAT0000090,MIMAT0000090,hsa-miR-32-5p,MI0000090,44,17,26,50
chr22:41900949-41900969,miRNA,+,MIMAT0000091,MIMAT0000091,hsa-miR-33a-5p,MI0000091,26,4,10,12
chr13:91351361-91351382,miRNA,+,MIMAT0000092,MIMAT0000092,hsa-miR-92a-3p,MI0000093,526,421,186,263
chrX:134169544-134169565,miRNA,-,MIMAT0000092_1,MIMAT0000092,hsa-miR-92a-3p,MI0000094,86,84,72,31
chr7:100093815-100093837,miRNA,-,MIMAT0000093,MIMAT0000093,hsa-miR-93-5p,MI0000095,6750,1838,1849,2663
chr4:8005312-8005333,miRNA,-,MIMAT0000094,MIMAT0000094,hsa-miR-95-3p,MI0000097,53,16,11,108
chr7:129774739-129774761,miRNA,-,MIMAT0000095,MIMAT0000095,hsa-miR-96-5p,MI0000098,12,8,17,12
chrX:53556299-53556320,miRNA,-,MIMAT0000096,MIMAT0000096,hsa-miR-98-5p,MI0000100,545,354,191,967
chr21:16539101-16539122,miRNA,+,MIMAT0000097,MIMAT0000097,hsa-miR-99a-5p,MI0000101,4034,4975,315,137
chr11:122152275-122152296,miRNA,-,MIMAT0000098,MIMAT0000098,hsa-miR-100-5p,MI0000102,444968,103021,252635,851811
chr1:65058442-65058462,miRNA,-,MIMAT0000099,MIMAT0000099,hsa-miR-101-3p,MI0000103,4,5,10,6
chr9:4850345-4850365,miRNA,+,MIMAT0000099_1,MIMAT0000099,hsa-miR-101-3p,MI0000739,432,171,305,361
chr1:207802450-207802472,miRNA,-,MIMAT0000100,MIMAT0000100,hsa-miR-29b-3p,MI0000107,0,0,0,0
chr7:130877467-130877489,miRNA,-,MIMAT0000100_1,MIMAT0000100,hsa-miR-29b-3p,MI0000105,0,0,0,0
chr20:3917541-3917563,miRNA,+,MIMAT0000101,MIMAT0000101,hsa-miR-103a-3p,MI0000108,51,21,3,35
chr5:168560904-168560926,miRNA,-,MIMAT0000101_1,MIMAT0000101,hsa-miR-103a-3p,MI0000109,3,0,2,2
chrX:152392265-152392287,miRNA,-,MIMAT0000102,MIMAT0000102,hsa-miR-105-5p,MI0000111,0,0,0,0
chrX:152394458-152394480,miRNA,-,MIMAT0000102_1,MIMAT0000102,hsa-miR-105-5p,MI0000112,0,0,0,0
chrX:134170244-134170266,miRNA,-,MIMAT0000103,MIMAT0000103,hsa-miR-106a-5p,MI0000113,50,2,5,41
chr10:89592756-89592778,miRNA,-,MIMAT0000104,MIMAT0000104,hsa-miR-107,MI0000114,134,57,51,60
chr11:64891203-64891223,miRNA,-,MIMAT0000222,MIMAT0000222,hsa-miR-192-5p,MI0000234,3217,1532,1460,1138
chr12:53991762-53991783,miRNA,+,MIMAT0000226,MIMAT0000226,hsa-miR-196a-5p,MI0000279,142,73,33,77
chr17:48632532-48632553,miRNA,-,MIMAT0000226_1,MIMAT0000226,hsa-miR-196a-5p,MI0000238,5,1,0,7
chr1:109598940-109598961,miRNA,+,MIMAT0000227,MIMAT0000227,hsa-miR-197-3p,MI0000239,477,197,51,28
chr3:120395703-120395724,miRNA,-,MIMAT0000228,MIMAT0000228,hsa-miR-198,MI0000240,0,0,0,0
chr1:172144592-172144614,miRNA,-,MIMAT0000231,MIMAT0000231,hsa-miR-199a-5p,MI0000281,0,0,2,1
chr19:10817469-10817491,miRNA,-,MIMAT0000231_1,MIMAT0000231,hsa-miR-199a-5p,MI0000242,0,0,1,0
chr1:172144554-172144575,miRNA,-,MIMAT0000232,MIMAT0000232,hsa-miR-199a-3p,MI0000281,0,0,9,13
chr19:10817429-10817450,miRNA,-,MIMAT0000232_1,MIMAT0000232,hsa-miR-199a-3p,MI0000242,0,0,0,0
chr14:23388602-23388623,miRNA,-,MIMAT0000241,MIMAT0000241,hsa-miR-208a-3p,MI0000251,0,0,0,0
chr11:43581408-43581428,miRNA,+,MIMAT0000242,MIMAT0000242,hsa-miR-129-5p,MI0000473,0,0,0,0
chr7:128207876-128207896,miRNA,+,MIMAT0000242_1,MIMAT0000242,hsa-miR-129-5p,MI0000252,0,1,0,0
chr7:25949922-25949943,miRNA,-,MIMAT0000243,MIMAT0000243,hsa-miR-148a-3p,MI0000253,47583,4001,51592,13219
chr1:40757300-40757322,miRNA,+,MIMAT0000244,MIMAT0000244,hsa-miR-30c-5p,MI0000736,0,0,0,0
chr6:71377003-71377025,miRNA,-,MIMAT0000244_1,MIMAT0000244,hsa-miR-30c-5p,MI0000254,1,0,0,0
chr8:134804919-134804940,miRNA,-,MIMAT0000245,MIMAT0000245,hsa-miR-30d-5p,MI0000255,268592,245346,48451,32697
chr11:72615102-72615124,miRNA,-,MIMAT0000250,MIMAT0000250,hsa-miR-139-5p,MI0000261,81,42,20,84
chr9:120244985-120245004,miRNA,-,MIMAT0000251,MIMAT0000251,hsa-miR-147a,MI0000262,0,0,0,0
chr15:88611856-88611879,miRNA,+,MIMAT0000252,MIMAT0000252,hsa-miR-7-5p,MI0000264,9,2,7,8
chr19:4770700-4770723,miRNA,+,MIMAT0000252_1,MIMAT0000252,hsa-miR-7-5p,MI0000265,1,0,0,0
chr9:83969811-83969834,miRNA,-,MIMAT0000252_2,MIMAT0000252,hsa-miR-7-5p,MI0000263,17,4,6,6
chr17:48579904-48579926,miRNA,-,MIMAT0000253,MIMAT0000253,hsa-miR-10a-5p,MI0000266,38216,18479,13195,26387
chr2:176150329-176150351,miRNA,+,MIMAT0000254,MIMAT0000254,hsa-miR-10b-5p,MI0000267,16911,11725,131,61
chr1:9151735-9151756,miRNA,-,MIMAT0000255,MIMAT0000255,hsa-miR-34a-5p,MI0000268,494,91,174,367
chr1:198859108-198859130,miRNA,-,MIMAT0000256,MIMAT0000256,hsa-miR-181a-5p,MI0000289,3,8,9,1
chr9:124692480-124692502,miRNA,+,MIMAT0000256_1,MIMAT0000256,hsa-miR-181a-5p,MI0000269,0,0,3,3
chr1:198858925-198858947,miRNA,-,MIMAT0000257,MIMAT0000257,hsa-miR-181b-5p,MI0000270,37,39,15,9
chr9:124693725-124693747,miRNA,+,MIMAT0000257_1,MIMAT0000257,hsa-miR-181b-5p,MI0000683,278,160,116,82
chr19:13874725-13874746,miRNA,+,MIMAT0000258,MIMAT0000258,hsa-miR-181c-5p,MI0000271,17,10,21,15
chr7:129770447-129770470,miRNA,-,MIMAT0000259,MIMAT0000259,hsa-miR-182-5p,MI0000272,119,54,114,46
chr7:129770406-129770426,miRNA,-,MIMAT0000260,MIMAT0000260,hsa-miR-182-3p,MI0000272,0,0,2,0
chr7:129774967-129774988,miRNA,-,MIMAT0000261,MIMAT0000261,hsa-miR-183-5p,MI0000273,325,101,301,116
chr18:35904835-35904856,miRNA,-,MIMAT0000262,MIMAT0000262,hsa-miR-187-3p,MI0000274,1,0,4,7
chr9:128244783-128244805,miRNA,-,MIMAT0000263,MIMAT0000263,hsa-miR-199b-5p,MI0000282,107,34,1383,1176
chr14:104117469-104117490,miRNA,+,MIMAT0000264,MIMAT0000264,hsa-miR-203a-3p,MI0000283,11,9,7,4
chr9:70810031-70810052,miRNA,-,MIMAT0000265,MIMAT0000265,hsa-miR-204-5p,MI0000284,1318,765,282,836
chr1:209432166-209432187,miRNA,+,MIMAT0000266,MIMAT0000266,hsa-miR-205-5p,MI0000285,0,2,0,0
chr11:568112-568133,miRNA,-,MIMAT0000267,MIMAT0000267,hsa-miR-210-3p,MI0000286,2434,454,397,769
chr15:31065095-31065116,miRNA,-,MIMAT0000268,MIMAT0000268,hsa-miR-211-5p,MI0000287,452,944,54,0
chr17:2050290-2050310,miRNA,-,MIMAT0000269,MIMAT0000269,hsa-miR-212-3p,MI0000288,12,4,2,7
chr1:198859069-198859090,miRNA,-,MIMAT0000270,MIMAT0000270,hsa-miR-181a-3p,MI0000289,1389,309,293,21
chr1:172138816-172138837,miRNA,-,MIMAT0000271,MIMAT0000271,hsa-miR-214-3p,MI0000290,0,0,153,220
chr1:220117916-220117936,miRNA,-,MIMAT0000272,MIMAT0000272,hsa-miR-215-5p,MI0000291,29,15,21,53
chr2:55989020-55989041,miRNA,-,MIMAT0000273,MIMAT0000273,hsa-miR-216a-5p,MI0000292,3,0,0,0
chr2:55983020-55983042,miRNA,-,MIMAT0000274,MIMAT0000274,hsa-miR-217-5p,MI0000293,7,2,3,15
chr4:20528299-20528319,miRNA,+,MIMAT0000275,MIMAT0000275,hsa-miR-218-5p,MI0000294,3,0,7,1
chr5:168768211-168768231,miRNA,-,MIMAT0000275_1,MIMAT0000275,hsa-miR-218-5p,MI0000295,0,0,0,0
chr6:33207855-33207875,miRNA,+,MIMAT0000276,MIMAT0000276,hsa-miR-219a-5p,MI0000296,2,0,0,4
chr9:128392676-128392696,miRNA,-,MIMAT0000276_1,MIMAT0000276,hsa-miR-219a-5p,MI0000740,1,2,1,2
chrX:45746180-45746202,miRNA,-,MIMAT0000278,MIMAT0000278,hsa-miR-221-3p,MI0000298,20345,2815,5212,18888
chrX:45747036-45747056,miRNA,-,MIMAT0000279,MIMAT0000279,hsa-miR-222-3p,MI0000299,35258,13709,6011,12634
chrX:66018937-66018958,miRNA,+,MIMAT0000280,MIMAT0000280,hsa-miR-223-3p,MI0000300,11,8,16,8
chrX:151958628-151958652,miRNA,-,MIMAT0000281,MIMAT0000281,hsa-miR-224-5p,MI0000301,92,13,504,7
chr1:1167160-1167181,miRNA,+,MIMAT0000318,MIMAT0000318,hsa-miR-200b-3p,MI0000342,88,70,38,169
chr3:52268336-52268357,miRNA,-,MIMAT0000414,MIMAT0000414,hsa-let-7g-5p,MI0000433,16989,5818,8489,19807
chr12:62603691-62603712,miRNA,+,MIMAT0000415,MIMAT0000415,hsa-let-7i-5p,MI0000434,129294,63023,82953,181911
chr18:21829015-21829036,miRNA,-,MIMAT0000416,MIMAT0000416,hsa-miR-1-3p,MI0000437,163,162,1,1
chr20:62554351-62554372,miRNA,+,MIMAT0000416_1,MIMAT0000416,hsa-miR-1-3p,MI0000651,31,29,0,1
chr3:160404607-160404628,miRNA,+,MIMAT0000417,MIMAT0000417,hsa-miR-15b-5p,MI0000438,269,11,87,230
chr9:95085265-95085287,miRNA,+,MIMAT0000418,MIMAT0000418,hsa-miR-23b-3p,MI0000439,2027,384,647,627
chr9:95085505-95085525,miRNA,+,MIMAT0000419,MIMAT0000419,hsa-miR-27b-3p,MI0000440,14658,3843,12176,16172
chr8:134800570-134800591,miRNA,-,MIMAT0000420,MIMAT0000420,hsa-miR-30b-5p,MI0000441,2841,239,296,403
chr18:58451088-58451109,miRNA,+,MIMAT0000421,MIMAT0000421,hsa-miR-122-5p,MI0000442,1221,1565,367,403
chr20:63178552-63178573,miRNA,+,MIMAT0000422,MIMAT0000422,hsa-miR-124-3p,MI0000445,0,0,0,0
chr8:9903399-9903420,miRNA,-,MIMAT0000422_1,MIMAT0000422,hsa-miR-124-3p,MI0000443,0,0,0,0
chr8:64379210-64379231,miRNA,+,MIMAT0000422_2,MIMAT0000422,hsa-miR-124-3p,MI0000444,0,0,0,0
chr11:122099809-122099830,miRNA,-,MIMAT0000423,MIMAT0000423,hsa-miR-125b-5p,MI0000446,28,15,37,47
chr21:16590253-16590274,miRNA,+,MIMAT0000423_1,MIMAT0000423,hsa-miR-125b-5p,MI0000470,6,3,3,5
chr2:135665446-135665466,miRNA,+,MIMAT0000424,MIMAT0000424,hsa-miR-128-3p,MI0000447,480,531,350,313
chr3:35744527-35744547,miRNA,+,MIMAT0000424_1,MIMAT0000424,hsa-miR-128-3p,MI0000727,25,27,49,19
chr11:57641252-57641273,miRNA,+,MIMAT0000425,MIMAT0000425,hsa-miR-130a-3p,MI0000448,67,10,21,34
chr17:2049929-2049950,miRNA,-,MIMAT0000426,MIMAT0000426,hsa-miR-132-3p,MI0000449,279,78,64,153
chr18:21825712-21825733,miRNA,-,MIMAT0000427,MIMAT0000427,hsa-miR-133a-3p,MI0000450,0,0,0,0
chr20:62564970-62564991,miRNA,+,MIMAT0000427_1,MIMAT0000427,hsa-miR-133a-3p,MI0000451,0,0,0,0
chr12:97563834-97563856,miRNA,+,MIMAT0000428,MIMAT0000428,hsa-miR-135a-5p,MI0000453,0,0,0,0
chr3:52294270-52294292,miRNA,-,MIMAT0000428_1,MIMAT0000428,hsa-miR-135a-5p,MI0000452,0,0,0,0
chr1:98046091-98046113,miRNA,-,MIMAT0000429,MIMAT0000429,hsa-miR-137-3p,MI0000454,7,1,39,10
chr16:56858527-56858549,miRNA,+,MIMAT0000430,MIMAT0000430,hsa-miR-138-5p,MI0000455,2,1,4,1
chr3:44114234-44114256,miRNA,+,MIMAT0000430_1,MIMAT0000430,hsa-miR-138-5p,MI0000476,156,24,33,59
chr16:69933103-69933124,miRNA,+,MIMAT0000431,MIMAT0000431,hsa-miR-140-5p,MI0000456,628,125,961,1831
chr12:6964155-6964176,miRNA,+,MIMAT0000432,MIMAT0000432,hsa-miR-141-3p,MI0000457,5,0,0,5
chr17:58331283-58331303,miRNA,-,MIMAT0000433,MIMAT0000433,hsa-miR-142-5p,MI0000458,50,49,85,18
chr17:58331245-58331267,miRNA,-,MIMAT0000434,MIMAT0000434,hsa-miR-142-3p,MI0000458,4,2,3,5
chr5:149428978-149428998,miRNA,+,MIMAT0000435,MIMAT0000435,hsa-miR-143-3p,MI0000459,2708,3273,4364,1630
chr17:28861548-28861567,miRNA,-,MIMAT0000436,MIMAT0000436,hsa-miR-144-3p,MI0000460,6,8,49,7
chr5:149430661-149430683,miRNA,+,MIMAT0000437,MIMAT0000437,hsa-miR-145-5p,MI0000461,18,17,46,26
chr17:48037174-48037194,miRNA,-,MIMAT0000438,MIMAT0000438,hsa-miR-152-3p,MI0000462,7958,1946,3351,3822
chr2:219294126-219294147,miRNA,-,MIMAT0000439,MIMAT0000439,hsa-miR-153-3p,MI0000463,0,0,0,0
chr7:157574349-157574370,miRNA,-,MIMAT0000439_1,MIMAT0000439,hsa-miR-153-3p,MI0000464,0,0,0,0
chr3:49020672-49020694,miRNA,-,MIMAT0000440,MIMAT0000440,hsa-miR-191-5p,MI0000465,20361,10904,6521,8945
chr1:156420392-156420414,miRNA,-,MIMAT0000441,MIMAT0000441,hsa-miR-9-5p,MI0000466,0,0,1,0
chr15:89368032-89368054,miRNA,+,MIMAT0000441_1,MIMAT0000441,hsa-miR-9-5p,MI0000468,1,1,4,2
chr5:88666902-88666924,miRNA,-,MIMAT0000441_2,MIMAT0000441,hsa-miR-9-5p,MI0000467,0,0,0,0
chr1:156420354-156420375,miRNA,-,MIMAT0000442,MIMAT0000442,hsa-miR-9-3p,MI0000466,0,0,0,0
chr15:89368071-89368092,miRNA,+,MIMAT0000442_1,MIMAT0000442,hsa-miR-9-3p,MI0000468,0,0,0,0
chr5:88666866-88666887,miRNA,-,MIMAT0000442_2,MIMAT0000442,hsa-miR-9-3p,MI0000467,0,0,0,0
chr19:51693268-51693291,miRNA,+,MIMAT0000443,MIMAT0000443,hsa-miR-125a-5p,MI0000469,1334,939,1286,744
chr9:136670616-136670636,miRNA,+,MIMAT0000444,MIMAT0000444,hsa-miR-126-5p,MI0000471,41,30,51,59
chr9:136670653-136670674,miRNA,+,MIMAT0000445,MIMAT0000445,hsa-miR-126-3p,MI0000471,376,147,311,319
chr14:100883035-100883056,miRNA,+,MIMAT0000446,MIMAT0000446,hsa-miR-127-3p,MI0000472,265,220,22484,10139
chr14:101054694-101054715,miRNA,+,MIMAT0000447,MIMAT0000447,hsa-miR-134-5p,MI0000474,19,5,2742,3860
chr14:100884716-100884738,miRNA,+,MIMAT0000448,MIMAT0000448,hsa-miR-136-5p,MI0000475,2,0,56,20
chr5:160485372-160485393,miRNA,+,MIMAT0000449,MIMAT0000449,hsa-miR-146a-5p,MI0000477,50091,19026,23902,37340
chr2:240456015-240456037,miRNA,+,MIMAT0000450,MIMAT0000450,hsa-miR-149-5p,MI0000478,200,211,990,540
chr19:49500832-49500853,miRNA,-,MIMAT0000451,MIMAT0000451,hsa-miR-150-5p,MI0000479,21,41,55,6
chr14:101059769-101059790,miRNA,+,MIMAT0000452,MIMAT0000452,hsa-miR-154-5p,MI0000480,1,1,49,52
chr14:101059805-101059826,miRNA,+,MIMAT0000453,MIMAT0000453,hsa-miR-154-3p,MI0000480,0,0,13,54
chr15:79209840-79209861,miRNA,+,MIMAT0000454,MIMAT0000454,hsa-miR-184,MI0000481,22,4,8,16
chr22:20033153-20033174,miRNA,+,MIMAT0000455,MIMAT0000455,hsa-miR-185-5p,MI0000482,2489,580,536,964
chr1:71067681-71067702,miRNA,-,MIMAT0000456,MIMAT0000456,hsa-miR-186-5p,MI0000483,3039,1024,1655,1761
chrX:50003517-50003537,miRNA,+,MIMAT0000457,MIMAT0000457,hsa-miR-188-5p,MI0000484,22,1,3,12
chr15:62823971-62823992,miRNA,+,MIMAT0000458,MIMAT0000458,hsa-miR-190a-5p,MI0000486,4,0,3,9
chr17:31560050-31560071,miRNA,+,MIMAT0000459,MIMAT0000459,hsa-miR-193a-3p,MI0000487,31,1,24,91
chr1:220118206-220118227,miRNA,-,MIMAT0000460,MIMAT0000460,hsa-miR-194-5p,MI0000488,1,0,0,1
chr11:64891404-64891425,miRNA,-,MIMAT0000460_1,MIMAT0000460,hsa-miR-194-5p,MI0000732,17,1,6,0
chr17:7017667-7017687,miRNA,-,MIMAT0000461,MIMAT0000461,hsa-miR-195-5p,MI0000489,5,6,3,12
chr6:52144401-52144422,miRNA,+,MIMAT0000462,MIMAT0000462,hsa-miR-206,MI0000490,5,12,2,0
chr8:22244975-22244996,miRNA,-,MIMAT0000510,MIMAT0000510,hsa-miR-320a-3p,MI0000542,66997,13608,12903,24830
chr12:6963742-6963764,miRNA,+,MIMAT0000617,MIMAT0000617,hsa-miR-200c-3p,MI0000650,118,57,20,177
chr21:25573983-25574006,miRNA,+,MIMAT0000646,MIMAT0000646,hsa-miR-155-5p,MI0000681,1615,197,1097,2522
chr7:100094043-100094063,miRNA,-,MIMAT0000680,MIMAT0000680,hsa-miR-106b-5p,MI0000734,686,149,407,545
chr1:207801865-207801886,miRNA,-,MIMAT0000681,MIMAT0000681,hsa-miR-29c-3p,MI0000735,6,1,8,16
chr1:1167916-1167937,miRNA,+,MIMAT0000682,MIMAT0000682,hsa-miR-200a-3p,MI0000737,118,88,14,30
chr4:112648224-112648246,miRNA,-,MIMAT0000683,MIMAT0000683,hsa-miR-302a-5p,MI0000738,140,0,0,0
chr4:112648186-112648208,miRNA,-,MIMAT0000684,MIMAT0000684,hsa-miR-302a-3p,MI0000738,2,0,0,0
chr11:111512950-111512972,miRNA,+,MIMAT0000685,MIMAT0000685,hsa-miR-34b-5p,MI0000742,5,0,0,0
chr11:111513451-111513473,miRNA,+,MIMAT0000686,MIMAT0000686,hsa-miR-34c-5p,MI0000743,1043,48,64,91
chr14:101023832-101023853,miRNA,+,MIMAT0000687,MIMAT0000687,hsa-miR-299-3p,MI0000744,13,13,187,174
chr17:59151149-59151171,miRNA,-,MIMAT0000688,MIMAT0000688,hsa-miR-301a-3p,MI0000745,5,1,2,0
chr19:51692618-51692639,miRNA,+,MIMAT0000689,MIMAT0000689,hsa-miR-99b-5p,MI0000746,19803,17653,9981,6091
chr20:58817661-58817681,miRNA,-,MIMAT0000690,MIMAT0000690,hsa-miR-296-5p,MI0000747,44,4,2,0
chr22:21653354-21653375,miRNA,+,MIMAT0000691,MIMAT0000691,hsa-miR-130b-3p,MI0000748,73,15,22,38
chr1:40754371-40754392,miRNA,+,MIMAT0000692,MIMAT0000692,hsa-miR-30e-5p,MI0000749,31195,9735,7621,15572
chr1:40754413-40754434,miRNA,+,MIMAT0000693,MIMAT0000693,hsa-miR-30e-3p,MI0000749,251,89,34,74
chrX:85903681-85903702,miRNA,-,MIMAT0000703,MIMAT0000703,hsa-miR-361-5p,MI0000760,600,112,194,215
chrX:50008968-50008991,miRNA,+,MIMAT0000705,MIMAT0000705,hsa-miR-362-5p,MI0000762,212,128,96,242
chrX:134169382-134169403,miRNA,-,MIMAT0000707,MIMAT0000707,hsa-miR-363-3p,MI0000764,3055,270,685,1194
chr16:14309340-14309361,miRNA,+,MIMAT0000710,MIMAT0000710,hsa-miR-365a-3p,MI0000767,0,0,0,0
chr4:112648526-112648547,miRNA,-,MIMAT0000714,MIMAT0000714,hsa-miR-302b-5p,MI0000772,0,0,0,0
chr4:112648489-112648511,miRNA,-,MIMAT0000715,MIMAT0000715,hsa-miR-302b-3p,MI0000772,14,2,0,0
chr4:112648402-112648423,miRNA,-,MIMAT0000716,MIMAT0000716,hsa-miR-302c-5p,MI0000773,0,0,0,0
chr4:112648366-112648388,miRNA,-,MIMAT0000717,MIMAT0000717,hsa-miR-302c-3p,MI0000773,2,0,0,0
chr4:112648006-112648028,miRNA,-,MIMAT0000718,MIMAT0000718,hsa-miR-302d-3p,MI0000774,7,0,0,0
chr4:112647877-112647898,miRNA,-,MIMAT0000719,MIMAT0000719,hsa-miR-367-3p,MI0000775,0,0,0,0
chr14:101039732-101039752,miRNA,+,MIMAT0000720,MIMAT0000720,hsa-miR-376c-3p,MI0000776,0,1,110,110
chr14:101065641-101065661,miRNA,+,MIMAT0000721,MIMAT0000721,hsa-miR-369-3p,MI0000777,7,7,724,921
chr14:100911186-100911207,miRNA,+,MIMAT0000722,MIMAT0000722,hsa-miR-370-3p,MI0000778,17,2,181,286
chr19:53787716-53787738,miRNA,+,MIMAT0000723,MIMAT0000723,hsa-miR-371a-3p,MI0000779,4,0,10,0
chr19:53787931-53787953,miRNA,+,MIMAT0000724,MIMAT0000724,hsa-miR-372-3p,MI0000780,151,1,916,0
chr19:53788710-53788731,miRNA,+,MIMAT0000725,MIMAT0000725,hsa-miR-373-5p,MI0000781,4,0,1,0
chr19:53788748-53788770,miRNA,+,MIMAT0000726,MIMAT0000726,hsa-miR-373-3p,MI0000781,75,0,169,1
chrX:74287325-74287346,miRNA,-,MIMAT0000727,MIMAT0000727,hsa-miR-374a-5p,MI0000782,63,20,45,60
chr2:219001648-219001669,miRNA,-,MIMAT0000728,MIMAT0000728,hsa-miR-375-3p,MI0000783,4,4,0,7
chr14:101040118-101040138,miRNA,+,MIMAT0000729,MIMAT0000729,hsa-miR-376a-3p,MI0003529,0,0,0,0
chr14:101040825-101040845,miRNA,+,MIMAT0000729_1,MIMAT0000729,hsa-miR-376a-3p,MI0000784,0,0,0,0
chr14:101062094-101062115,miRNA,+,MIMAT0000730,MIMAT0000730,hsa-miR-377-3p,MI0000785,1,0,51,60
chr5:149732829-149732850,miRNA,+,MIMAT0000731,MIMAT0000731,hsa-miR-378a-5p,MI0000786,164,39,5,14
chr5:149732867-149732888,miRNA,+,MIMAT0000732,MIMAT0000732,hsa-miR-378a-3p,MI0000786,2,2,0,1
chr14:101022071-101022091,miRNA,+,MIMAT0000733,MIMAT0000733,hsa-miR-379-5p,MI0000787,131,93,12157,11431
chr14:101025021-101025042,miRNA,+,MIMAT0000734,MIMAT0000734,hsa-miR-380-5p,MI0000788,2,2,68,32
chr14:101025056-101025077,miRNA,+,MIMAT0000735,MIMAT0000735,hsa-miR-380-3p,MI0000788,0,0,4,7
chr14:101045968-101045989,miRNA,+,MIMAT0000736,MIMAT0000736,hsa-miR-381-3p,MI0000789,88,77,8812,7668
chr14:101054316-101054337,miRNA,+,MIMAT0000737,MIMAT0000737,hsa-miR-382-5p,MI0000790,13,4,819,922
chr8:14853483-14853504,miRNA,-,MIMAT0000738,MIMAT0000738,hsa-miR-383-5p,MI0000791,4,1,4,3
chr5:180015319-180015340,miRNA,-,MIMAT0000750,MIMAT0000750,hsa-miR-340-3p,MI0000802,127,214,50,83
chr19:45639009-45639031,miRNA,-,MIMAT0000751,MIMAT0000751,hsa-miR-330-3p,MI0000803,1256,893,387,638
chr16:67202327-67202348,miRNA,-,MIMAT0000752,MIMAT0000752,hsa-miR-328-3p,MI0000804,208,166,74,38
chr14:100109715-100109737,miRNA,+,MIMAT0000753,MIMAT0000753,hsa-miR-342-3p,MI0000805,45,4,48,46
chr14:100874553-100874574,miRNA,+,MIMAT0000754,MIMAT0000754,hsa-miR-337-3p,MI0000806,0,0,40,22
chr14:101025782-101025802,miRNA,+,MIMAT0000755,MIMAT0000755,hsa-miR-323a-3p,MI0000807,4,8,1062,551
chr11:75335108-75335127,miRNA,-,MIMAT0000756,MIMAT0000756,hsa-miR-326,MI0000808,4,0,1,0
chr8:140732587-140732607,miRNA,-,MIMAT0000757,MIMAT0000757,hsa-miR-151a-3p,MI0000809,17269,12126,6911,19725
chr1:205448361-205448383,miRNA,-,MIMAT0000758,MIMAT0000758,hsa-miR-135b-5p,MI0000810,146,17,306,652
chr12:54337278-54337299,miRNA,+,MIMAT0000759,MIMAT0000759,hsa-miR-148b-3p,MI0000811,2808,554,636,870
chr12:95308480-95308500,miRNA,+,MIMAT0000760,MIMAT0000760,hsa-miR-331-3p,MI0000812,113,14,65,59
chr17:7223343-7223364,miRNA,-,MIMAT0000761,MIMAT0000761,hsa-miR-324-5p,MI0000813,126,7,35,39
chr17:7223308-7223330,miRNA,-,MIMAT0000762,MIMAT0000762,hsa-miR-324-3p,MI0000813,60,5,10,10
chr17:81125887-81125908,miRNA,-,MIMAT0000763,MIMAT0000763,hsa-miR-338-3p,MI0000814,8,12,0,1
chr7:1022990-1023012,miRNA,-,MIMAT0000764,MIMAT0000764,hsa-miR-339-5p,MI0000815,433,287,465,409
chr7:130496126-130496148,miRNA,+,MIMAT0000765,MIMAT0000765,hsa-miR-335-5p,MI0000816,2,1,1,0
chr6:52148988-52149009,miRNA,+,MIMAT0000770,MIMAT0000770,hsa-miR-133b,MI0000822,0,0,0,0
